,image_paths,latex_labels
154,../images/170.png,x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
155,../images/171.png,x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
156,../images/172.png,x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
157,../images/173.png,x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
158,../images/174.png,x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
159,../images/175.png,x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
160,../images/176.png,x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
161,../images/177.png,x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
162,../images/178.png,x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
163,../images/179.png,x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
164,../images/180.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
165,../images/181.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
166,../images/182.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
167,../images/183.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
168,../images/184.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
169,../images/185.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
170,../images/186.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
171,../images/187.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
172,../images/188.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
173,../images/189.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
174,../images/190.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
175,../images/191.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
176,../images/192.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
177,../images/193.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
178,../images/194.png,y^2 \pm \sqrt{u-p}(y - \frac{q}{2(u-p)} ) + \frac{u}{2} = 0
179,../images/195.png,P(x) = \sum_{i=0}^{n} a_j x^j
180,../images/196.png,P(x) = \sum_{i=0}^{n} a_j x^j
181,../images/197.png,P(x) = \sum_{i=0}^{n} a_j x^j
182,../images/198.png,P(x) = \sum_{i=0}^{n} a_j x^j
183,../images/199.png,P(x) = \sum_{i=0}^{n} a_j x^j
184,../images/200.png,P(x) = \sum_{i=0}^{n} a_j x^j
185,../images/201.png,P(x) = \sum_{i=0}^{n} a_j x^j
186,../images/202.png,P(x) = \sum_{i=0}^{n} a_j x^j
187,../images/203.png,P(x) = \sum_{i=0}^{n} a_j x^j
188,../images/204.png,P(x) = \sum_{i=0}^{n} a_j x^j
189,../images/205.png,P(x) = \sum_{i=0}^{n} a_j x^j
190,../images/206.png,P(x) = \sum_{i=0}^{n} a_j x^j
191,../images/207.png,P(x) = \sum_{i=0}^{n} a_j x^j
192,../images/208.png,P(x) = \sum_{i=0}^{n} a_j x^j
193,../images/209.png,P(x) = \sum_{i=0}^{n} a_j x^j
194,../images/210.png,P(x) = \sum_{i=0}^{n} a_j x^j
195,../images/211.png,P(x) = \sum_{i=0}^{n} a_j x^j
196,../images/212.png,P(x) = \sum_{i=0}^{n} a_j x^j
197,../images/213.png,\Delta L
198,../images/214.png,\forall u \in V
199,../images/215.png,P^\mu P_\mu
200,../images/216.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
201,../images/217.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
202,../images/218.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
203,../images/219.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
204,../images/220.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
205,../images/221.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
206,../images/222.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
207,../images/223.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
208,../images/224.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
209,../images/225.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
210,../images/226.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
211,../images/227.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
212,../images/228.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
213,../images/229.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
214,../images/230.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
215,../images/231.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
216,../images/232.png,\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
217,../images/233.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
218,../images/234.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
219,../images/235.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
220,../images/236.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
221,../images/237.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
222,../images/238.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
223,../images/239.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
224,../images/240.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
225,../images/241.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
226,../images/242.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
227,../images/243.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
228,../images/244.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
229,../images/245.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
230,../images/246.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
231,../images/247.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
232,../images/248.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
233,../images/249.png,| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}
234,../images/250.png,n! -1
235,../images/251.png,n! -1
236,../images/252.png,n! -1
237,../images/253.png,n! -1
238,../images/254.png,n! -1
239,../images/255.png,n! -1
240,../images/256.png,n! -1
241,../images/257.png,n! -1
242,../images/258.png,n! -1
243,../images/259.png,n! -1
244,../images/260.png,n! -1
245,../images/261.png,n! -1
246,../images/262.png,n! -1
247,../images/263.png,n! -1
248,../images/264.png,n! -1
249,../images/265.png,n! -1
250,../images/266.png,n! -1
251,../images/267.png,1+2+\cdots+n = \frac{n(n+1)}{2}
252,../images/268.png,1+2+\cdots+n = \frac{n(n+1)}{2}
253,../images/269.png,1+2+\cdots+n = \frac{n(n+1)}{2}
254,../images/270.png,1+2+\cdots+n = \frac{n(n+1)}{2}
255,../images/271.png,1+2+\cdots+n = \frac{n(n+1)}{2}
256,../images/272.png,1+2+\cdots+n = \frac{n(n+1)}{2}
257,../images/273.png,1+2+\cdots+n = \frac{n(n+1)}{2}
258,../images/274.png,1+2+\cdots+n = \frac{n(n+1)}{2}
259,../images/275.png,1+2+\cdots+n = \frac{n(n+1)}{2}
260,../images/276.png,1+2+\cdots+n = \frac{n(n+1)}{2}
261,../images/277.png,1+2+\cdots+n = \frac{n(n+1)}{2}
262,../images/278.png,1+2+\cdots+n = \frac{n(n+1)}{2}
263,../images/279.png,1+2+\cdots+n = \frac{n(n+1)}{2}
264,../images/280.png,1+2+\cdots+n = \frac{n(n+1)}{2}
265,../images/281.png,1+2+\cdots+n = \frac{n(n+1)}{2}
266,../images/282.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
267,../images/283.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
268,../images/284.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
269,../images/285.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
270,../images/286.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
271,../images/287.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
272,../images/288.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
273,../images/289.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
274,../images/290.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
275,../images/291.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
276,../images/292.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
277,../images/293.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
278,../images/294.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
279,../images/295.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
280,../images/296.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
281,../images/297.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
282,../images/298.png,\frac{1}{4}+( \frac{1}{4} )^2 + ( \frac{1}{4} )^3+\cdots = \frac{1}{3}
283,../images/299.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
284,../images/300.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
285,../images/301.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
286,../images/302.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
287,../images/303.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
288,../images/304.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
289,../images/305.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
290,../images/306.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
291,../images/307.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
292,../images/308.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
293,../images/309.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
294,../images/310.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
295,../images/311.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
296,../images/312.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
297,../images/313.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
298,../images/314.png,f(x) = a_nx^n + a_{n-1}x^{n-1}+\cdots+a_1x + a_0
299,../images/315.png, \sin ^ 2 ( x ) + \cos ^ 2 ( x ) = 1 
300,../images/316.png, 44 
301,../images/317.png,  [ 1  ] 
302,../images/318.png,  { n } 
303,../images/319.png,  (  { d }  ) 
304,../images/320.png,  { y } 
305,../images/321.png,  { j } 
306,../images/322.png, { - {  { l }  { T } } } 
307,../images/323.png, { { - F } - { F } ^ { x } } 
308,../images/324.png, \frac { 94.7 } { {  { Y } h } } 
309,../images/325.png,  { E } 
310,../images/326.png, R 
311,../images/327.png,  { tS } 
312,../images/328.png, {  ( {  { B } } _ {  { E } }  ) } ^ {  { j } } 
313,../images/329.png, {  { i } } _ { { e } _ {  { V } } } 
314,../images/330.png, \int _0 ^ \pi \cos  ( \frac { \theta } { 2 }  ) d \theta 
315,../images/331.png, {  { SiA } } _ { \sigma } 
316,../images/332.png, { - \int _ { z } ^ { j } n dX } 
317,../images/333.png, {  { j } \lt \lambda  ( n  ) } 
318,../images/334.png,  { I } 
319,../images/335.png, \frac { { R +  { i } } } {  [ j  ] } 
320,../images/336.png, \tan  { h } 
321,../images/337.png, \sqrt { 1 + \sqrt { 1 + z ^ 2 } } 
322,../images/338.png,  { l }  (  { h }  ) 
323,../images/339.png,  { g } 
324,../images/340.png, { -  { S } } 
325,../images/341.png, { { - {  { E } } _ {  { q } } } - { \cdots + {  { P }  { E } } } } 
326,../images/342.png, 3.2 
