,image_paths,latex_labels
41,inkml_images/42.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
42,inkml_images/43.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
43,inkml_images/44.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
44,inkml_images/45.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
45,inkml_images/46.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
46,inkml_images/47.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
47,inkml_images/48.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
48,inkml_images/49.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
49,inkml_images/50.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
50,inkml_images/51.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
51,inkml_images/52.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
52,inkml_images/53.png,$\frac{b^2c^2 -4b^3d -4ac^3 +18abcd -27a^2d^2}{a^4}$
53,inkml_images/54.png,$y^4 + y + 1 = 0$
54,inkml_images/55.png,$y^4 + y + 1 = 0$
55,inkml_images/56.png,$y^4 + y + 1 = 0$
56,inkml_images/57.png,$y^4 + y + 1 = 0$
57,inkml_images/58.png,$y^4 + y + 1 = 0$
58,inkml_images/59.png,$y^4 + y + 1 = 0$
59,inkml_images/60.png,$y^4 + y + 1 = 0$
60,inkml_images/61.png,$y^4 + y + 1 = 0$
61,inkml_images/62.png,$y^4 + y + 1 = 0$
62,inkml_images/63.png,$y^4 + y + 1 = 0$
63,inkml_images/64.png,$y^4 + y + 1 = 0$
64,inkml_images/65.png,$y^4 + y + 1 = 0$
65,inkml_images/66.png,$y^4 + y + 1 = 0$
66,inkml_images/67.png,$y^4 + y + 1 = 0$
67,inkml_images/68.png,$y^4 + y + 1 = 0$
68,inkml_images/69.png,$y^4 + y + 1 = 0$
69,inkml_images/70.png,$y^4 + y + 1 = 0$
70,inkml_images/71.png,$y^4 + y + 1 = 0$
71,inkml_images/72.png,$a^2 + b^2 = (a+bi)(a-bi)$
72,inkml_images/73.png,$a^2 + b^2 = (a+bi)(a-bi)$
73,inkml_images/74.png,$a^2 + b^2 = (a+bi)(a-bi)$
74,inkml_images/75.png,$a^2 + b^2 = (a+bi)(a-bi)$
75,inkml_images/76.png,$a^2 + b^2 = (a+bi)(a-bi)$
76,inkml_images/77.png,$a^2 + b^2 = (a+bi)(a-bi)$
77,inkml_images/78.png,$a^2 + b^2 = (a+bi)(a-bi)$
78,inkml_images/79.png,$a^2 + b^2 = (a+bi)(a-bi)$
79,inkml_images/80.png,$a^2 + b^2 = (a+bi)(a-bi)$
80,inkml_images/81.png,$a^2 + b^2 = (a+bi)(a-bi)$
81,inkml_images/82.png,$a^2 + b^2 = (a+bi)(a-bi)$
82,inkml_images/83.png,$a^2 + b^2 = (a+bi)(a-bi)$
83,inkml_images/84.png,$a^2 + b^2 = (a+bi)(a-bi)$
84,inkml_images/85.png,$a^2 + b^2 = (a+bi)(a-bi)$
85,inkml_images/86.png,$a^2 + b^2 = (a+bi)(a-bi)$
86,inkml_images/87.png,$a^2 + b^2 = (a+bi)(a-bi)$
87,inkml_images/88.png,$a^2 + b^2 = (a+bi)(a-bi)$
88,inkml_images/89.png,$a^2 + b^2 = (a+bi)(a-bi)$
89,inkml_images/90.png,$a^xa^y = a^{x+y}$
90,inkml_images/91.png,$a^xa^y = a^{x+y}$
91,inkml_images/92.png,$a^xa^y = a^{x+y}$
92,inkml_images/93.png,$a^xa^y = a^{x+y}$
93,inkml_images/94.png,$a^xa^y = a^{x+y}$
94,inkml_images/95.png,$a^xa^y = a^{x+y}$
95,inkml_images/96.png,$a^xa^y = a^{x+y}$
96,inkml_images/97.png,$a^xa^y = a^{x+y}$
97,inkml_images/98.png,$a^xa^y = a^{x+y}$
98,inkml_images/99.png,$a^xa^y = a^{x+y}$
99,inkml_images/100.png,$a^xa^y = a^{x+y}$
100,inkml_images/101.png,$a^xa^y = a^{x+y}$
101,inkml_images/102.png,$a^xa^y = a^{x+y}$
102,inkml_images/103.png,$a^xa^y = a^{x+y}$
103,inkml_images/104.png,$a^xa^y = a^{x+y}$
104,inkml_images/105.png,$a^xa^y = a^{x+y}$
105,inkml_images/106.png,$a^xa^y = a^{x+y}$
106,inkml_images/107.png,$a^xa^y = a^{x+y}$
107,inkml_images/108.png,$a^xa^y = a^{x+y}$
108,inkml_images/109.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
109,inkml_images/110.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
110,inkml_images/111.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
111,inkml_images/112.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
112,inkml_images/113.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
113,inkml_images/114.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
114,inkml_images/115.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
115,inkml_images/116.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
116,inkml_images/117.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
117,inkml_images/118.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
118,inkml_images/119.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
119,inkml_images/120.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
120,inkml_images/121.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
121,inkml_images/122.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
122,inkml_images/123.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
123,inkml_images/124.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
124,inkml_images/125.png,$\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}$
125,inkml_images/126.png,$\Delta H_I$
126,inkml_images/127.png,$M \in S$
127,inkml_images/128.png,$\sigma \in X$
128,inkml_images/129.png,$T \in E$
129,inkml_images/130.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
130,inkml_images/131.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
131,inkml_images/132.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
132,inkml_images/133.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
133,inkml_images/134.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
134,inkml_images/135.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
135,inkml_images/136.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
136,inkml_images/137.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
137,inkml_images/138.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
138,inkml_images/139.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
139,inkml_images/140.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
140,inkml_images/141.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
141,inkml_images/142.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
142,inkml_images/143.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
143,inkml_images/144.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
144,inkml_images/145.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
145,inkml_images/146.png,$\frac{1}{\frac{1}{2}\Big( \frac{1}{a} + \frac{1}{b}\Big)} = \frac{2ab}{a+b}$
146,inkml_images/147.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
147,inkml_images/148.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
148,inkml_images/149.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
149,inkml_images/150.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
150,inkml_images/151.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
151,inkml_images/152.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
152,inkml_images/153.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
153,inkml_images/154.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
154,inkml_images/155.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
155,inkml_images/156.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
156,inkml_images/157.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
157,inkml_images/158.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
158,inkml_images/159.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
159,inkml_images/160.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
160,inkml_images/161.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
161,inkml_images/162.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
162,inkml_images/163.png,$\sqrt[n]{1} = \cos \frac{2k\pi}{n} + i \sin \frac{2k\pi}{n}$
163,inkml_images/164.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
164,inkml_images/165.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
165,inkml_images/166.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
166,inkml_images/167.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
167,inkml_images/168.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
168,inkml_images/169.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
169,inkml_images/170.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
170,inkml_images/171.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
171,inkml_images/172.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
172,inkml_images/173.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
173,inkml_images/174.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
174,inkml_images/175.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
175,inkml_images/176.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
176,inkml_images/177.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
177,inkml_images/178.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
178,inkml_images/179.png,$x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}$
179,inkml_images/180.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
180,inkml_images/181.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
181,inkml_images/182.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
182,inkml_images/183.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
183,inkml_images/184.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
184,inkml_images/185.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
185,inkml_images/186.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
186,inkml_images/187.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
187,inkml_images/188.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
188,inkml_images/189.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
189,inkml_images/190.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
190,inkml_images/191.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
191,inkml_images/192.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
192,inkml_images/193.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
193,inkml_images/194.png,$y^2 \pm \sqrt{u-p}\Bigg(y - \frac{q}{2(u-p)} \Bigg) + \frac{u}{2} = 0$
194,inkml_images/195.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
195,inkml_images/196.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
196,inkml_images/197.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
197,inkml_images/198.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
198,inkml_images/199.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
199,inkml_images/200.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
200,inkml_images/201.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
201,inkml_images/202.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
202,inkml_images/203.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
203,inkml_images/204.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
204,inkml_images/205.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
205,inkml_images/206.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
206,inkml_images/207.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
207,inkml_images/208.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
208,inkml_images/209.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
209,inkml_images/210.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
210,inkml_images/211.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
211,inkml_images/212.png,$P(x) = \sum_{i=0}^{n} a_j x^j$
212,inkml_images/213.png,$\Delta L$
213,inkml_images/214.png,$\forall u \in V$
214,inkml_images/215.png,$P^\mu P_\mu$
215,inkml_images/216.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
216,inkml_images/217.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
217,inkml_images/218.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
218,inkml_images/219.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
219,inkml_images/220.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
220,inkml_images/221.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
221,inkml_images/222.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
222,inkml_images/223.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
223,inkml_images/224.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
224,inkml_images/225.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
225,inkml_images/226.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
226,inkml_images/227.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
227,inkml_images/228.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
228,inkml_images/229.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
229,inkml_images/230.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
230,inkml_images/231.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
231,inkml_images/232.png,$\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}$
232,inkml_images/233.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
233,inkml_images/234.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
234,inkml_images/235.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
235,inkml_images/236.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
236,inkml_images/237.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
237,inkml_images/238.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
238,inkml_images/239.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
239,inkml_images/240.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
240,inkml_images/241.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
241,inkml_images/242.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
242,inkml_images/243.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
243,inkml_images/244.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
244,inkml_images/245.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
245,inkml_images/246.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
246,inkml_images/247.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
247,inkml_images/248.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
248,inkml_images/249.png,$| x - \frac{p_n}{q_n} | \leq \frac{1}{q_nq_{n+1}} \lt  \frac{1}{q_n^2}$
249,inkml_images/250.png,$n! -1$
250,inkml_images/251.png,$n! -1$
251,inkml_images/252.png,$n! -1$
252,inkml_images/253.png,$n! -1$
253,inkml_images/254.png,$n! -1$
254,inkml_images/255.png,$n! -1$
255,inkml_images/256.png,$n! -1$
256,inkml_images/257.png,$n! -1$
257,inkml_images/258.png,$n! -1$
258,inkml_images/259.png,$n! -1$
259,inkml_images/260.png,$n! -1$
260,inkml_images/261.png,$n! -1$
261,inkml_images/262.png,$n! -1$
262,inkml_images/263.png,$n! -1$
263,inkml_images/264.png,$n! -1$
264,inkml_images/265.png,$n! -1$
265,inkml_images/266.png,$n! -1$
266,inkml_images/267.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
267,inkml_images/268.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
268,inkml_images/269.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
269,inkml_images/270.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
270,inkml_images/271.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
271,inkml_images/272.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
272,inkml_images/273.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
273,inkml_images/274.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
274,inkml_images/275.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
275,inkml_images/276.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
276,inkml_images/277.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
277,inkml_images/278.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
278,inkml_images/279.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
279,inkml_images/280.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
280,inkml_images/281.png,$1+2+\cdots+n = \frac{n(n+1)}{2}$
281,inkml_images/282.png,$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
282,inkml_images/283.png,$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
283,inkml_images/284.png,$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
284,inkml_images/285.png,$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
285,inkml_images/286.png,$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
286,inkml_images/287.png,$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
287,inkml_images/288.png,$\frac{1}{4}+\Bigg( \frac{1}{4} \Bigg)^2 + \Bigg( \frac{1}{4} \Bigg)^3+\cdots = \frac{1}{3}$
